src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,flow_bytes_per_sec,flow_packets_per_sec,flow_iat_mean,flow_iat_std,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,packet_length_mean,packet_length_std,label
192.168.167.189,10.0.144.122,43237,3389,UDP,5103.515671917951,123,44,556217,0,108987.0269352907,32.72254083962473,18.18291336620234,9.018584039247429,1,1,1,2,123,0,3330.640718562874,299.81760852573734,DataExfiltration
192.168.136.163,10.0.163.33,13690,110,TCP,276.72318284052085,29,14,8738,4218,46819.35162427902,155.38994441525148,6.435422856756299,1.7334493122845225,0,2,0,2,29,0,301.30232558139534,60.264664898894324,BENIGN
192.168.34.164,10.0.70.171,35181,21,TCP,781.4756968290693,89,58,73971,48206,156341.3942311293,188.10565779136832,5.316161202918839,0.7509540436471999,1,2,1,2,89,1,831.1360544217687,166.22810173225423,BENIGN
192.168.83.182,10.0.51.10,6539,995,ICMP,332.8403495396708,56,40,65127,46519,335434.0907116884,288.4265688723473,3.4670869743715707,0.3917129796952704,0,1,0,4,56,0,1162.9791666666667,232.59884122369095,BENIGN
192.168.3.120,10.0.6.5,51972,995,ICMP,402.178656189062,93,62,36744,24496,152270.63658796306,385.4008600773069,2.5947010076713677,0.30819376696590584,0,1,0,0,93,1,395.0967741935484,79.01947303520146,BENIGN
192.168.247.132,10.0.216.59,20380,21,ICMP,387.8500339069178,68,17,5920,1480,19079.539391702016,219.1568713911718,4.562941575375504,0.6833147943111321,1,1,0,1,68,0,87.05882352941177,17.412967622544965,BENIGN
192.168.124.125,10.0.37.29,21698,5900,UDP,88.50370610854046,90,79,30735,26978,652096.9859637414,1909.5245547428187,0.5236905686895885,0.11255717349626247,0,1,1,4,90,1,341.49704142011836,68.3012320552531,BENIGN
192.168.32.1,10.0.17.249,7816,993,TCP,11.54938856630903,977,0,114978,52621,14511504.140479492,84593.22278324133,0.008492197475227229,0.0026915474715378356,1,977,1,4,933,0,171.54452405322417,24.647092901081006,PortScan
192.168.16.249,10.0.166.171,9200,22,TCP,20.50304812729613,95,80,76210,64177,6847128.247877441,8535.316257050526,0.11716027501312073,0.016893744396186395,0,2,0,4,95,0,802.2114285714285,160.44397578185527,BENIGN
192.168.173.23,10.0.242.28,18154,80,ICMP,975.2047959995328,54,51,55849,52746,111356.09714541644,107.66969197724322,9.287664723805074,3.4405411915178172,1,2,1,0,54,0,1034.2380952380952,206.8503855138714,BENIGN
192.168.23.9,10.0.118.94,48561,993,TCP,932.7154524419361,89,48,107336,57889,177144.0577803504,146.88295303923744,6.808141988627271,1.899662108023189,0,0,0,2,89,0,1206.021897810219,241.20667024649492,BENIGN
192.168.195.208,10.0.238.158,36339,80,ICMP,969.3524904718947,26,24,3980,3674,7895.992505547618,51.58082378852638,19.387049809437894,5.862113853929627,1,2,1,3,26,0,153.08,30.616958514186052,BENIGN
192.168.52.92,10.0.171.251,44505,22,TCP,13.583804870515173,6,0,1959,0,144215.85252981508,441.7024579779941,2.2639674784191954,0.8020168171073774,1,0,0,3,6,1,326.5,65.31869208399937,BENIGN
192.168.202.243,10.0.35.189,40028,53,ICMP,44.617996049653826,44,17,4134,1597,128445.93005974918,1367.161356420293,0.7314425581910463,0.17037187969672066,1,0,0,2,44,1,93.95081967213115,18.791319204529742,BENIGN
192.168.35.145,10.0.201.249,49762,53,TCP,84.66308213581466,921,0,88305,5419,1107023.2459721938,10878.413315056874,0.2879696671286213,0.08576862886575971,1,921,1,3,277,1,101.76330076004344,63.758370526084605,PortScan
192.168.194.162,10.0.247.8,20620,3389,TCP,14.016538189326665,6,3,7530,3765,805833.7834516752,642.0986322324105,1.5573931321474073,0.37691471439419666,0,2,0,4,6,1,1255.0,251.0012752624848,BENIGN
192.168.100.104,10.0.180.46,54827,21,TCP,345.4249971329743,60,57,80610,76579,455059.7128310571,338.7131822279783,2.952350402845934,1.008882399205202,0,1,1,1,60,0,1343.4957264957266,268.70142734818313,BENIGN
192.168.250.247,10.0.92.217,45286,25,TCP,162.06006596675041,66,41,80814,50202,808440.9889533202,660.2490216309859,1.5145800557640225,0.6794167372894669,1,1,1,2,66,1,1224.4485981308412,244.8921730109006,BENIGN
192.168.19.201,10.0.28.212,11436,53,ICMP,42.98265049623389,88,13,121647,17970,3248217.5572730945,2349.785293227777,0.42557079699241473,0.1886711402941245,0,1,0,2,88,1,1382.3465346534654,276.47158579159606,BENIGN
192.168.194.176,10.0.33.58,35282,21,TCP,5.102096694551004,74,23,21207,6591,5448348.328969937,19011.791780346928,0.052598934995371174,0.020172728083363387,0,1,0,2,74,1,286.5773195876289,57.31848928209192,BENIGN
192.168.244.250,10.0.86.108,30999,53,TCP,380.31271575909966,87,11,109343,13825,323859.799833824,257.68268043416106,3.880741997541833,1.5892950530882641,0,1,0,3,87,0,1256.8163265306123,251.36397428553974,BENIGN
192.168.172.229,10.0.192.246,56272,21,TCP,432.41184861971766,2,0,1611,0,3725.6148395156156,4.625220160789095,216.20592430985883,87.4043878465825,0,2,0,2,2,1,805.5,161.15215778379613,BENIGN
192.168.86.253,10.0.153.2,6646,110,TCP,9.4870830286023,82,77,38832,36464,7936686.099720275,16759.629858897202,0.05966718885913396,0.006004934229868116,1,0,1,4,82,0,473.55974842767296,94.71281306443699,BENIGN
192.168.104.184,10.0.14.134,12009,143,ICMP,780.7412809542648,84,49,78560,45827,159319.102286954,170.3509257733114,5.870235195144848,0.8490292881986556,1,1,1,1,84,0,935.2406015037594,187.04986331345705,BENIGN
192.168.13.165,10.0.102.24,37633,53,UDP,890.3247876335382,99,12,14594,1769,18378.686325798542,124.67360399459992,8.020944032734578,2.457174183383679,1,2,0,1,99,1,147.4144144144144,29.484008637476464,BENIGN
192.168.168.175,10.0.234.193,35740,993,ICMP,244.48575304181745,19,14,21662,15961,153886.2675305455,134.97719024288338,7.408659183085377,1.9730003338350708,1,0,0,2,19,1,1140.090909090909,228.02493804449287,BENIGN
192.168.164.99,10.0.173.119,35912,110,TCP,910.2245021453521,62,48,23203,17963,45226.205076850674,120.84930667185479,8.274768201321383,3.530754894457261,1,0,1,2,62,1,374.23636363636365,74.84995203135657,BENIGN
192.168.221.17,10.0.154.248,26872,993,ICMP,560.2955246544427,66,2,24081,729,44280.203764435464,121.3645246264253,8.239640068447686,3.1485531557973023,0,1,1,1,66,0,364.8529411764706,72.97392122255923,BENIGN
192.168.62.118,10.0.221.100,36373,21,UDP,408.30805489456003,96,15,29758,4649,84267.25749724712,271.853564164107,3.6784509449960363,1.2283651814620664,0,2,1,4,96,0,309.97297297297297,61.99591188638374,BENIGN
192.168.38.108,10.0.119.238,50721,53,ICMP,197.29047998925495,17,7,8950,3685,64042.62385437017,121.64803897941307,8.220436666218957,3.6430835163231152,1,0,0,1,17,1,526.4583333333334,105.29779610821356,BENIGN
192.168.173.224,10.0.34.45,29244,53,UDP,89.51610925570938,9,1,1579,175,19594.238563134702,111.71173639187401,8.951610925570938,1.9913300386942943,1,2,1,3,9,0,175.4,35.100888917684976,BENIGN
192.168.125.238,10.0.19.53,2644,995,UDP,520.3425012172206,256,213,282040,234666,993011.3315581299,901.3294107302081,1.1094722840452464,0.4325207552247704,1,0,0,1,256,0,1101.7185501066099,220.34427643193885,BruteForce
192.168.56.78,10.0.14.206,3864,110,UDP,834.4472809150756,366,161,405956,178576,700502.0129719732,631.5557759647545,1.5833914248862915,0.3402471113856725,1,1,1,0,366,1,1109.168880455408,221.83397149279554,BruteForce
192.168.76.185,10.0.130.141,45693,21,ICMP,396.0845480036252,91,55,70357,42524,284992.18302998994,368.6081689777601,2.7129078630385286,0.4232622551105343,0,1,0,4,91,0,773.1575342465753,154.63286263377643,BENIGN
192.168.238.218,10.0.189.213,4076,25,UDP,928.6269773612418,10,1,5115,511,6058.406806128625,11.845445230610537,84.42063430556743,10.672635824795249,1,0,0,1,10,0,511.45454545454544,102.30671766321517,BENIGN
192.168.75.42,10.0.166.68,34996,443,UDP,388.5847816434885,56,34,14335,8703,59286.93322101449,231.60968790221827,4.31760868492765,1.729501605224885,1,0,1,1,56,1,255.9777777777778,51.197391943518085,BENIGN
192.168.17.96,10.0.144.16,24877,443,TCP,578.2292432008336,61,30,29257,14389,75482.1733995917,157.37702834997123,6.354167507701468,1.7394190380043297,1,1,1,3,61,1,479.6263736263736,95.92703060911694,BENIGN
192.168.59.201,10.0.68.199,19670,110,UDP,953.9912672812823,88,34,78573,30357,114183.43514865973,127.88377020229952,7.81960055148592,0.8340713472003067,1,1,0,3,88,0,892.8688524590164,178.5764561681705,BENIGN
192.168.185.201,10.0.134.13,36282,110,ICMP,169.43575281107326,373,37,144361,14320,936526.0717844764,2419.7962543192652,0.41325793368554453,0.12098099294742155,1,2,0,2,373,1,387.02682926829266,77.40565260148414,BruteForce
192.168.203.212,10.0.126.157,59890,993,UDP,241.9240490934542,24,14,7909,4613,51760.04637373942,157.07409057675275,6.366422344564584,1.3786132922366687,0,1,1,4,24,1,329.5263157894737,65.90910943256385,BENIGN
192.168.15.90,10.0.42.124,51660,995,TCP,472.74271023678733,47,13,60302,16679,162839.1053591112,126.91893222414198,7.879045170613122,1.5316388539755263,1,2,0,0,47,0,1283.0166666666667,256.60805032921934,BENIGN
192.168.58.120,10.0.167.133,31808,3389,UDP,177.71025799871055,86,4,6866,319,40430.980636200155,506.44234617369716,1.974558422207895,0.5280605989410125,1,2,0,1,86,0,79.83333333333333,15.96817914390748,BENIGN
192.168.4.90,10.0.197.60,57654,53,TCP,902.9651554087179,15,3,3041,608,4041.1304668210787,19.934324034743604,50.16473085603988,11.438696910750263,1,1,0,1,15,0,202.72222222222223,40.555175772151074,BENIGN
192.168.145.18,10.0.42.240,45779,3389,UDP,112.37620015094315,50,47,44956,42258,776089.5980007742,863.172093999531,1.158517527329311,0.22717112224374209,1,2,0,1,50,0,899.1134020618557,179.82523951459038,BENIGN
192.168.18.251,10.0.167.177,34780,3389,ICMP,225.1585968199957,1,0,402,0,1785.4081775140087,4.441313874412957,225.1585968199957,39.21441831729181,0,1,1,2,1,1,402.0,80.57822521713302,BENIGN
192.168.217.69,10.0.69.148,48575,110,UDP,895.1615473958333,50,48,13062,12540,28600.42421893598,109.47744603764261,9.134301504039115,3.661445782549252,0,2,1,0,50,0,261.2448979591837,52.25029344220325,BENIGN
192.168.130.251,10.0.156.74,16725,110,TCP,585.9004523767205,4,1,755,188,1609.4884313106363,8.53387291256965,117.1800904753441,20.53269698140705,1,1,1,0,4,1,188.6,37.769041830815404,BENIGN
192.168.44.188,10.0.103.112,48296,995,TCP,232.50253779558392,165,12,49750,3618,229537.27948948718,761.2820129972873,1.313573659862056,0.5265448657078403,1,0,1,2,165,1,301.5141242937853,60.30313977279032,BruteForce
192.168.148.192,10.0.104.10,32978,22,UDP,273.67704473675633,14,12,9876,8465,67016.9469918158,95.00248742092639,10.526040182182935,2.091139418718026,1,1,1,0,14,1,705.4230769230769,141.09641222864704,BENIGN
192.168.245.92,10.0.70.251,43923,995,TCP,587.1613708483756,62,4,88331,5698,160141.66576411476,112.40521477875521,8.896384406793569,1.5332901601528628,0,2,1,0,62,1,1424.6818181818182,284.94070428026515,BENIGN
192.168.145.52,10.0.45.37,24489,21,UDP,901.9538610783761,120,91,163084,123672,317927.57077080914,233.93657824994327,4.274662848712683,0.7416169691565413,1,2,1,0,120,1,1359.0331753554503,271.80796448204796,BruteForce
192.168.138.153,10.0.177.177,31960,143,UDP,509.9993643509777,65,19,37708,11022,95549.13869748352,164.7060876377717,6.0714210041783065,1.0766796539714107,0,0,0,2,65,1,580.1190476190476,116.02652306581068,BENIGN
192.168.10.188,10.0.130.230,17678,443,TCP,699.8283425321694,11,3,2890,788,5255.574512303967,20.00490570208144,49.98773875229781,23.951393919831077,1,0,1,4,11,0,262.7142857142857,52.547786690045385,BENIGN
192.168.103.73,10.0.116.204,21636,53,ICMP,419.50470116812573,3,2,313,209,1244.3245535663189,11.918817562895773,83.90094023362515,20.430072322488734,1,0,0,2,3,1,104.4,20.907299771682872,BENIGN
192.168.164.21,10.0.37.116,46615,110,ICMP,970.4681103352133,16,7,7193,3147,10654.652007502254,23.699902918041765,42.1942656667484,6.981896342112245,0,0,1,0,16,0,449.5652173913044,89.91461223501432,BENIGN
192.168.62.112,10.0.241.233,58266,53,ICMP,746.9242938218504,90,16,72006,12801,113541.62758056897,141.9153197677115,7.046455602092928,2.767490513835605,0,2,1,4,90,1,800.066037735849,160.014096979657,BENIGN
192.168.181.37,10.0.9.15,59778,3389,ICMP,340.6643816738322,27,20,5145,3811,26289.804516677905,137.9657003443347,7.248178333485792,2.6974368598585574,0,2,1,4,27,0,190.5531914893617,38.11220857650579,BENIGN
192.168.190.122,10.0.134.145,63538,53,UDP,893.5113243588991,87,6,41533,2864,49688.23426144618,104.08373958408215,9.60764864902042,4.17515973550207,0,1,1,1,87,0,477.38709677419354,95.47904354161234,BENIGN
192.168.218.13,10.0.184.111,31646,443,ICMP,101.84025877754397,16,1,2789,174,29094.58435756989,166.92809115041786,5.990603457502586,2.50291137289659,1,1,1,1,16,1,174.2941176470588,34.87478801931416,BENIGN
192.168.116.215,10.0.30.25,36763,993,ICMP,191.94095636044796,14,0,9560,0,49806.98325815974,72.93909682157285,13.710068311460569,2.457368057717757,1,2,0,4,14,0,682.8571428571429,136.5785766316601,BENIGN
192.168.25.191,10.0.224.158,58796,443,TCP,740.562756839185,73,18,22672,5590,38162.869708201055,122.87952527939623,8.138052272958078,4.034327557896026,0,2,0,0,73,1,310.57142857142856,62.11510883324325,BENIGN
192.168.160.250,10.0.251.57,2165,22,ICMP,307.00718527943445,30,27,11668,10501,72210.0363215344,185.66340702455955,5.3860909698146395,2.3861726021536938,0,0,0,2,30,1,388.9298245614035,77.78735987912738,BENIGN
192.168.223.55,10.0.176.210,7174,143,UDP,887.5730220309895,92,7,19025,1447,23065.144491610317,111.54011843832657,8.965384060919085,3.7900269921156524,1,0,1,4,92,1,206.78787878787878,41.35956800048393,BENIGN
192.168.158.216,10.0.234.158,8653,5900,UDP,497.4665194229244,86,59,110651,75912,375026.2434071312,291.4769021404781,3.430803582227065,1.6201561166241916,1,1,1,4,86,0,1286.6413793103447,257.3292478643915,BENIGN
192.168.101.84,10.0.204.161,16923,995,UDP,694.946317934834,13,10,11945,9188,30409.5430893148,33.09608153382106,30.215057301514523,11.022077569659391,0,2,1,3,13,1,918.8260869565217,183.77109797437487,BENIGN
192.168.51.64,10.0.52.209,4645,110,UDP,249.47666839683401,73,40,33989,18624,210893.46886864104,452.9481683644049,2.2077581274056106,0.6660925143083594,0,0,0,3,73,0,465.60176991150445,93.12233160013848,BENIGN
192.168.176.143,10.0.145.182,22833,5900,TCP,61.01309518662746,80,30,21626,8110,487370.7834202351,1802.8916524154513,0.5546645016966133,0.1439557193750774,0,0,0,2,80,0,270.3272727272727,54.067085952905906,BENIGN
192.168.66.25,10.0.73.117,53146,25,ICMP,966.5923596365881,29,18,12700,7882,21293.360944564327,48.624427382884235,20.565794885884852,9.403617094109762,1,0,0,1,29,1,437.9148936170213,87.58777284388731,BENIGN
192.168.246.90,10.0.141.145,50341,22,UDP,359.84953823570766,21,14,26092,17395,120847.73045204038,97.26287317638406,10.281415378163075,2.470908332084509,1,1,0,0,21,0,1242.4857142857143,248.50393737221904,BENIGN
192.168.146.194,10.0.74.207,30685,25,UDP,139.83002289473797,7,0,929,0,6643.780647160001,50.06077990325081,19.97571755639114,7.679944973972337,1,1,1,3,7,0,132.71428571428572,26.560862864709453,BENIGN
192.168.19.127,10.0.205.29,34236,110,TCP,106.69455906471576,40,32,8014,6411,135199.021641305,674.823539561453,1.48186887589883,0.5018929782185584,1,2,1,0,40,0,200.34722222222223,40.07068753854467,BENIGN
192.168.12.133,10.0.226.48,12580,143,UDP,619.8708556636049,46,8,28031,4874,53083.63782448432,87.1149199976342,11.479089919696387,3.531343586871705,1,0,0,1,46,0,609.3518518518518,121.8744760674748,BENIGN
192.168.184.111,10.0.205.128,8447,993,UDP,208.26196862081832,86,61,109061,77357,895113.0215205564,705.8417865416526,1.416748085855907,0.46374083636355273,1,0,0,2,86,1,1268.1496598639455,253.6313322575206,BENIGN
192.168.66.37,10.0.177.230,64321,21,UDP,779.323483809391,59,42,42205,30044,92707.33078238773,129.59958489420146,7.716074097122683,3.737419831760599,0,1,1,4,59,0,715.3366336633663,143.06788877783796,BENIGN
192.168.217.86,10.0.220.39,37187,5900,ICMP,32.1437342028093,72,24,77590,25863,3218449.958155715,2986.5851737789008,0.33483056461259686,0.12087178846659197,1,0,0,3,72,0,1077.6354166666667,215.52943811259044,BENIGN
192.168.128.105,10.0.10.100,38035,3389,ICMP,740.2777823580547,18,8,19257,8558,37573.73335101194,35.12195100220423,28.472222398386716,11.191863274442056,1,0,1,3,18,0,1069.8076923076924,213.9706373498756,BENIGN
192.168.219.59,10.0.170.220,3771,80,TCP,832.6101981596213,38,1,12353,325,15226.81325309623,46.84064654288949,21.34897943999029,4.7330024998869105,1,0,1,0,38,0,325.0769230769231,65.0201305818793,BENIGN
192.168.39.28,10.0.49.164,59004,143,ICMP,985.3185284549982,40,7,27818,4868,33173.02887955674,47.70031075503783,20.964224009680812,3.834549266699468,1,0,1,3,40,1,695.4468085106383,139.09346772507135,BENIGN
192.168.4.249,10.0.244.134,5285,443,TCP,776.7103944343511,7,0,3752,0,4830.629314202033,9.012368123511255,110.95862777633587,49.76559634065671,0,1,1,3,7,1,536.0,107.22397536787207,BENIGN
192.168.232.164,10.0.186.240,14359,143,UDP,198.99819003524647,54,6,30792,3421,171926.18683587128,301.51028001497315,3.316636500587441,0.5823823452379466,0,1,1,0,54,1,570.2166666666667,114.04639810150857,BENIGN
192.168.106.22,10.0.117.100,50925,80,TCP,98.01862462142383,526,0,386937,15121,4101853.1075381218,5366.327083567675,0.21685536420668988,0.0790451079516149,1,526,0,3,435,0,764.3688212927757,177.90251900939796,PortScan
192.168.208.74,10.0.177.192,55967,22,TCP,533.775054096282,11,6,13349,7281,38649.23967817869,31.848622129376526,31.398532593898942,11.118408623932655,0,2,1,0,11,0,1213.5294117647059,242.71396939240196,BENIGN
192.168.183.112,10.0.215.198,39282,53,ICMP,820.771197534824,99,39,28303,11149,48066.98884962531,168.1345549338004,5.947617373440753,0.7467850785865309,1,0,1,4,99,1,285.8840579710145,57.17838237327706,BENIGN
192.168.117.99,10.0.225.152,6674,53,UDP,7.457893431920841,6,2,2844,948,508454.57026372926,1072.6889668011165,0.9322366789901051,0.10215310262299916,1,1,1,2,6,0,474.0,94.83178391507622,BENIGN
192.168.100.192,10.0.19.176,17068,22,TCP,805.184010681089,31,27,38711,33716,89950.86717970896,72.03322374836897,13.882482942777397,1.7133812048830628,0,1,1,4,31,0,1248.7413793103449,249.75419060371382,BENIGN
192.168.26.29,10.0.1.119,2082,21,TCP,446.922277866073,79,5,28407,1797,67582.22065862441,187.95214326991297,5.320503307929441,1.1061318109484741,1,0,0,4,79,1,359.57142857142856,71.91759552255984,BENIGN
192.168.89.209,10.0.188.154,59885,995,TCP,186.09157348320647,24,16,23784,15856,213013.40656124466,214.94793800327415,4.652289337080162,2.2256010473147816,1,0,0,1,24,1,991.0,198.20833050595732,BENIGN
192.168.82.246,10.0.199.221,17398,80,TCP,977.6123703846981,61,31,91103,46298,140547.52595441445,94.10682882807352,10.62622141722498,1.3013381227100929,0,1,0,4,61,1,1493.4891304347825,298.70017655400505,BENIGN
192.168.4.220,10.0.78.200,58888,22,ICMP,680.2917383792869,25,20,28368,22694,75058.97414196012,66.14809126920618,15.117594186206377,5.536973073943988,0,1,0,4,25,0,1134.7111111111112,226.94445709988818,BENIGN
192.168.245.85,10.0.155.19,53782,443,TCP,7692.65810740672,832,94,449738,0,58463.276766060735,120.37451646374609,1.140226499047167,0.12389605477622544,0,1,1,3,832,1,485.6781857451404,134.24426576440263,DataExfiltration
192.168.137.115,10.0.176.72,18929,80,ICMP,52.544210852051286,26,14,3312,1783,96965.9628982913,761.26369301897,1.3136052713012822,0.22624241722065366,0,1,1,4,26,0,127.375,25.48431371034077,BENIGN
192.168.47.43,10.0.65.50,3292,21,UDP,529.4415279725426,174,100,87186,50107,259316.64356922178,517.5264604748004,1.9322683502647542,0.9347847409630609,0,1,0,0,174,1,501.06934306569343,100.21442740096704,BruteForce
192.168.98.28,10.0.186.43,47784,110,TCP,114.98168910304544,50,3,33211,1992,306161.79214806476,460.94295894802804,2.169465832132933,0.8102990510652965,0,0,1,4,50,0,664.2075471698113,132.8467090076031,BENIGN
192.168.66.158,10.0.53.34,49045,21,UDP,604.0335633588157,39,26,6728,4485,18563.53798892978,107.60991432091642,9.292824051674089,2.034350807771084,1,2,1,2,39,0,172.5076923076923,34.50761389888804,BENIGN
192.168.81.210,10.0.116.23,16481,21,ICMP,31.936344288142628,493,0,219759,93855,9819971.79046066,15436.957829360632,0.07770400070107696,0.01966918907970183,1,493,0,0,288,0,636.1338742393509,152.6109925095875,PortScan
192.168.164.36,10.0.26.43,35908,21,ICMP,397.8900032698069,29,7,8099,1954,25265.776765904615,90.47726684298878,11.05250009082797,4.298328640188837,1,2,0,2,29,0,279.25,55.85628513456783,BENIGN
192.168.71.13,10.0.69.26,62768,80,TCP,500.61263932455034,13,5,11573,4451,32008.780324884163,35.95594394957033,27.811813295808353,8.295749390173384,0,0,0,1,13,0,890.2222222222222,178.05757602858182,BENIGN
192.168.88.254,10.0.54.199,27224,443,UDP,878.6370457400466,4,1,2772,693,3943.6079059033377,5.690631898850415,175.72740914800931,79.28055647171114,0,2,0,2,4,0,693.0,138.64309788952286,BENIGN
192.168.80.81,10.0.218.2,61617,443,ICMP,386.82578082421367,59,56,24236,23004,122122.16026384087,297.2914570351757,3.363702441949684,0.9079989712428745,1,1,1,2,59,0,410.7826086956522,82.15898035954177,BENIGN
192.168.183.228,10.0.188.70,52541,443,TCP,724.3051595841483,65,0,15280,0,21096.080564679174,89.74118041257503,11.14315630129459,1.43971180862411,0,0,1,1,65,0,235.07692307692307,47.017200997265036,BENIGN
192.168.242.221,10.0.238.94,45393,110,TCP,786.0268328229048,13,6,952,439,1769.6596883396705,24.172202788248555,41.36983330646867,12.20021792070148,1,2,0,4,13,1,73.21052631578948,14.648192741879729,BENIGN
192.168.197.77,10.0.221.31,4398,110,UDP,994.1452218599463,2,1,1729,864,2608.2708471391697,3.0176677753249166,331.3817406199821,94.80243227990344,1,1,1,1,2,1,864.3333333333334,172.99539746867117,BENIGN
192.168.157.166,10.0.251.110,10848,443,TCP,345.6718230846415,37,8,24614,5321,86599.47962455155,130.1812788743885,7.68159606854759,0.7688572132086637,1,1,1,1,37,0,665.2222222222222,133.0492451637109,BENIGN
192.168.82.181,10.0.243.64,29778,80,TCP,449.6343092834373,70,61,69813,60837,290569.4634562279,291.3478738060915,3.4323229716292922,0.5039534466981075,1,0,1,2,70,0,997.3282442748092,199.46624259324335,BENIGN
192.168.238.27,10.0.157.239,14491,53,TCP,244.238814279723,75,50,11290,7527,77043.44641326819,511.7941649390723,1.953910514237784,0.3474508727454714,1,0,1,4,75,1,150.536,30.108794491161877,BENIGN
192.168.85.214,10.0.121.132,61265,22,ICMP,53.77385967835726,17,16,20419,19218,737105.356340136,613.6810747338217,1.6295108993441594,0.4772993857756885,0,1,0,1,17,1,1201.121212121212,240.23118819413344,BENIGN
192.168.233.175,10.0.18.149,29068,80,UDP,274.5175162065924,84,43,29195,14945,160791.19689681934,462.62985967141043,2.1615552457212,0.7745378245074528,0,1,1,0,84,1,347.5590551181102,69.513524687774,BENIGN
192.168.189.231,10.0.192.191,17988,53,UDP,409.5439914698556,58,57,16741,16452,81048.68021838178,280.8001152385715,3.561252099737875,1.3740677020456762,1,0,0,0,58,1,288.6347826086957,57.728718655135914,BENIGN
192.168.139.111,10.0.90.251,47383,22,TCP,240.84461723470724,93,32,78408,26979,437572.57774749666,519.0068245460737,1.926756937877658,0.816157090450513,0,2,1,2,93,0,843.096,168.61974605274554,BENIGN
192.168.186.153,10.0.47.38,48270,993,UDP,325.7789114162673,40,27,41715,28157,214476.74343389386,205.66094873584396,4.8623718121830946,1.7607278683799625,0,2,0,2,40,1,1042.865671641791,208.5754753457453,BENIGN
192.168.18.3,10.0.135.171,49873,25,UDP,874.0010805654973,76,28,35458,13063,55515.949669771435,118.99298789506048,8.403856543899012,2.3189791328619007,1,2,0,3,76,1,466.5480769230769,93.31214093276567,BENIGN
192.168.76.9,10.0.196.39,33559,53,TCP,2.6861537589618427,3423,0,8360181,0,3112324070.0975666,1274312.7561405632,0.0006747679337665093,0.0001384419339013941,1,3423,1,4,7430,1,2442.3549517966694,225.03852053847322,DDoS
192.168.247.70,10.0.56.211,51300,993,TCP,524.6350115554361,90,57,10323,6538,32138.533701764514,280.19479592903053,3.5689456568397016,1.7246194400061141,0,2,1,2,90,0,114.70068027210884,22.94142113883666,BENIGN
192.168.127.201,10.0.135.114,22791,53,TCP,137.23473392442892,95,79,8060,6702,107567.52010120844,1267.9005891891525,0.7887053673817754,0.19706567670713185,1,1,1,1,95,1,84.83908045977012,16.968735148329245,BENIGN
192.168.77.253,10.0.185.254,22424,22,TCP,473.41907366754896,21,16,6725,5123,25026.452585051673,78.15485699248075,12.795110099122946,4.386645022823042,1,2,1,0,21,1,320.2162162162162,64.04968121341615,BENIGN
192.168.252.118,10.0.45.161,60816,21,UDP,148.30507417957767,55,48,37798,32988,477299.91972012765,694.5143351958459,1.4398550891221134,0.18000620638549372,1,2,0,2,55,0,687.242718446602,137.45036196513698,BENIGN
192.168.172.104,10.0.214.219,43554,80,UDP,74.97060708235627,41,27,53440,35192,1182223.3199023786,907.0221336916885,1.1025089276817097,0.13828035221579596,0,1,1,4,41,0,1303.4117647058824,260.6833039114705,BENIGN
192.168.58.236,10.0.63.91,20275,995,UDP,758.544314593308,67,41,99145,60671,210687.75670105053,142.3779704392142,7.023558468456555,2.402342496101871,1,2,0,0,67,0,1479.7777777777778,295.9569876561891,BENIGN
192.168.59.20,10.0.73.17,38170,22,UDP,259.45223646821887,87,72,6340,5247,44659.47242439488,612.8295603243969,1.6317750721271627,0.7821878253748537,0,1,0,1,87,1,72.87421383647799,14.575993862465527,BENIGN
192.168.162.91,10.0.17.128,47018,21,ICMP,335.862044404255,52,25,28231,13572,124464.79349623826,229.26079705309058,4.361844732522792,1.3737989452345547,0,1,1,1,52,0,542.8961038961039,108.58096210969661,BENIGN
192.168.161.217,10.0.72.69,61189,53,TCP,7004.9196256771675,628,304,411251,0,58708.88203949154,133.0493495719308,5.208523029359618,1.4175972711827958,1,1,0,0,628,1,441.25643776824035,251.2285480126017,DataExfiltration
192.168.70.69,10.0.121.109,65339,22,ICMP,8.197105722882412,1400,0,3434304,0,418965439.2785322,170791.99016451227,0.0019755002023349832,0.00029611650699666093,0,1400,1,1,4216,1,2453.074285714286,162.91765190559101,DDoS
192.168.28.232,10.0.54.182,55360,21,ICMP,754.2690118934539,34,8,8845,2081,14485.548030897202,55.68305118961033,17.95878599746319,7.10160407529384,1,1,1,3,34,0,260.14285714285717,52.03177952861677,BENIGN
192.168.92.115,10.0.104.118,27140,5900,ICMP,201.73275497039742,80,61,53678,40929,468971.93276264326,698.9445021989144,1.4307287586553008,0.34198510603287796,1,2,1,4,80,0,670.9716312056737,134.19631336738564,BENIGN
192.168.46.136,10.0.119.165,31250,53,TCP,512.5061085487937,32,20,4864,3040,15422.255204685998,101.46220529398683,9.855886702861417,2.9435402482179427,0,0,1,3,32,1,152.0,30.405013765817017,BENIGN
192.168.215.218,10.0.157.161,45883,80,ICMP,866.6814337673378,68,14,96432,19853,134172.71383618552,94.61377249488079,10.56928577765046,2.652102943851077,1,2,0,0,68,1,1418.1097560975609,283.6249521895674,BENIGN
